"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Least Developed Countries","Senegal","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Medium; 4. Social resources to students - Existence: Yes; Volume: Low; Coverage: High"
"SDG: Sub-Saharan Africa","Senegal","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Medium; 4. Social resources to students - Existence: Yes; Volume: Low; Coverage: High"
"SDG: Eastern and South-Eastern Asia","Singapore","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: Medium"
"SDG: Small Island Developing States","Singapore","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: Medium"
"SDG: South-Eastern Asia","Singapore","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: Medium"
"SDG: Latin America and the Caribbean","El Salvador","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Medium; Coverage: Medium; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: Low"
"SDG: Least Developed Countries","Somalia","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: No; Volume: ; Coverage: ; 3. Education resources to students - Existence: Yes; Volume: Medium; Coverage: Medium; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Sub-Saharan Africa","Somalia","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: No; Volume: ; Coverage: ; 3. Education resources to students - Existence: Yes; Volume: Medium; Coverage: Medium; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Northern Africa and Western Asia","Syrian Arab Republic","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: No; Volume: ; Coverage: ; 3. Education resources to students - Existence: No; Volume: ; Coverage: ; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Western Asia","Syrian Arab Republic","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: No; Volume: ; Coverage: ; 3. Education resources to students - Existence: No; Volume: ; Coverage: ; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Landlocked Developing Countries","Chad","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: Low; 2. Resources to schools - Existence: Yes; Volume: High; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Low; Coverage: High"
"SDG: Least Developed Countries","Chad","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: Low; 2. Resources to schools - Existence: Yes; Volume: High; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Low; Coverage: High"
"SDG: Sub-Saharan Africa","Chad","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: Low; 2. Resources to schools - Existence: Yes; Volume: High; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Low; Coverage: High"
"SDG: Eastern and South-Eastern Asia","Thailand","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: Medium; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Medium; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: South-Eastern Asia","Thailand","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: Medium; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Medium; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Central and Southern Asia","Tajikistan","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: High; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: High; Coverage: High; 4. Social resources to students - Existence: Yes; Volume: Low; Coverage: Low"
"SDG: Central Asia","Tajikistan","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: High; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: High; Coverage: High; 4. Social resources to students - Existence: Yes; Volume: Low; Coverage: Low"
"SDG: Landlocked Developing Countries","Tajikistan","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: High; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: High; Coverage: High; 4. Social resources to students - Existence: Yes; Volume: Low; Coverage: Low"
"SDG: Latin America and the Caribbean","Trinidad and Tobago","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Medium; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: Medium"
"SDG: Small Island Developing States","Trinidad and Tobago","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Medium; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: Medium"
"SDG: Northern Africa and Western Asia","Türkiye","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Medium; Coverage: High; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Medium; 4. Social resources to students - Existence: Yes; Volume: Low; Coverage: Low"
"SDG: Western Asia","Türkiye","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Medium; Coverage: High; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Medium; 4. Social resources to students - Existence: Yes; Volume: Low; Coverage: Low"
"SDG: Least Developed Countries","United Republic of Tanzania","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: High; Coverage: High; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: No; Volume: ; Coverage: ; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: Low"
"SDG: Sub-Saharan Africa","United Republic of Tanzania","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: High; Coverage: High; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: No; Volume: ; Coverage: ; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: Low"
"SDG: Latin America and the Caribbean","Uruguay","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","1.00","SOURCE: Total Score : Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: High; Coverage: Low; 2. Resources to schools - Existence: Yes; Volume: High; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: Medium; Coverage: Medium; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: High"
"SDG: Europe and Northern America","United States of America","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","1.00","SOURCE: Total Score : Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Medium; Coverage: Medium; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: High; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: High"
"SDG: Europe, Northern America, Australia and New Zealand","United States of America","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","1.00","SOURCE: Total Score : Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Medium; Coverage: Medium; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: High; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: High"
"SDG: Northern America","United States of America","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","1.00","SOURCE: Total Score : Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Medium; Coverage: Medium; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: High; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: High"
"SDG: Central and Southern Asia","Uzbekistan","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Low; Coverage: High"
"SDG: Central Asia","Uzbekistan","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Low; Coverage: High"
"SDG: Landlocked Developing Countries","Uzbekistan","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Low; Coverage: High"
"SDG: Eastern and South-Eastern Asia","Viet Nam","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: Low; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: ; Coverage:"
"SDG: South-Eastern Asia","Viet Nam","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: Low; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: ; Coverage:"
"SDG: Oceania","Samoa","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: High; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: High; 3. Education resources to students - Existence: No; Volume: ; Coverage: ; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Oceania (excluding Australia and New Zealand)","Samoa","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: High; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: High; 3. Education resources to students - Existence: No; Volume: ; Coverage: ; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Small Island Developing States","Samoa","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: High; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: High; 3. Education resources to students - Existence: No; Volume: ; Coverage: ; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Least Developed Countries","Yemen","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: No; Volume: ; Coverage: ; 4. Social resources to students - Existence: Yes; Volume: High; Coverage: Low"
"SDG: Northern Africa and Western Asia","Yemen","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: No; Volume: ; Coverage: ; 4. Social resources to students - Existence: Yes; Volume: High; Coverage: Low"
"SDG: Western Asia","Yemen","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: No; Volume: ; Coverage: ; 4. Social resources to students - Existence: Yes; Volume: High; Coverage: Low"
"SDG: Sub-Saharan Africa","South Africa","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","1.00","SOURCE: Total Score : Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: Medium; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Medium; Coverage: Medium; 4. Social resources to students - Existence: Yes; Volume: High; Coverage: High"
"SDG: Landlocked Developing Countries","Zambia","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","1.00","SOURCE: Total Score : Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: High; Coverage: Medium; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: Medium; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: Medium"
"SDG: Least Developed Countries","Zambia","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","1.00","SOURCE: Total Score : Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: High; Coverage: Medium; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: Medium; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: Medium"
"SDG: Sub-Saharan Africa","Zambia","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","1.00","SOURCE: Total Score : Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: High; Coverage: Medium; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: Medium; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: Medium"
"SDG: Landlocked Developing Countries","Zimbabwe","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: Low; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: Medium; Coverage: Medium; 4. Social resources to students - Existence: Yes; Volume: High; Coverage: Low"
"SDG: Sub-Saharan Africa","Zimbabwe","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: Low; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: Medium; Coverage: Medium; 4. Social resources to students - Existence: Yes; Volume: High; Coverage: Low"
